facility_id,facility_name,region,woreda,zone,facility_type,phone,latitude,longitude,owner_type,facility_name_amharic_xlat,facility_name_expanded,facility_name_normalized,facility_name_phonetic,region_normalized,zone_normalized,woreda_normalized
DHIS2_000185,Dire Dawa Referral Hospital,SNNPR,Hosaena,Zone 2,Referral Hospital,09391718171,6.9877755042613074,41.137179535790516,NGO,Dire Dawa Referral Hospital,Dire Dawa Referral Hospital,dire dawa referral hospital,D636,snnpr,zone 2,hosaena
DHIS2_000450,Duke Health Center,Amhara,Gondar,Zone 2,Health Center,09565445376,5.444005653272218,37.91328247770198,Public,Duke Health Center,Duke Health Center,duke health center,D243,amhara,zone 2,gondar
DHIS2_000011,Dire Dawa Health Center,Addis Ababa,Nifas Silk,Zone 1,Health Center,09247407771,10.271519697372137,46.89451317770023,Private,Dire Dawa Health Center,Dire Dawa Health Center,dire dawa health center,D634,addis ababa,zone 1,nifas silk
DHIS2_000381,Modj Health Post,Addis Ababa,Kirkos,Zone 4,Health Post,09810734275,4.763552515058516,45.16685654900206,NGO,Modj Health Post,Modj Health Post,modj health post,M324,addis ababa,zone 4,kirkos
DHIS2_000104,Hosaena HP,Amhara,Dessie,Zone 4,HP,09587859104,14.97231139108612,44.28604680058234,Private,Hosaena HP,Hosaena Health Post,hosaena health post,H254,amhara,zone 4,dessie
DHIS2_000082,Dessie Health Post,Amhara,Dessie,Zone 5,Health Post,09426618153,3.4904233951977464,35.534025946082465,Private,Dessie Health Post,Dessie Health Post,dessie health post,D243,amhara,zone 5,dessie
DHIS2_000039,Butajira Health Post,Amhara,Bahir Dar,Zone 3,Health Post,09214183839,7.05594188221843,38.63374428959916,Public,Butajira Health Post,Butajira Health Post,butajira health post,B326,amhara,zone 3,bahir dar
DHIS2_000315,Dessie Referral Hospitalital,SNNPR,Arba Minch,Zone 5,Referral Hospital,09442436728,10.285074944625048,42.46961329637983,NGO,Dessie Referral Hospitalital,Dessie Referral Hospitalital,dessie referral hospitalital,D261,snnpr,zone 5,arba minch
DHIS2_000168,Dir Dawa General Hospitalital,SNNPR,Butajira,Zone 1,General Hospital,09539221379,8.35083247652098,37.10439999422499,NGO,Dir Dawa General Hospitalital,Dir Dawa General Hospitalital,dir dawa general hospitalital,D632,snnpr,zone 1,butajira
DHIS2_000470,Nifas Silk Health Center,Addis Ababa,Arada,Zone 3,HC,09693055484,13.138456173062748,36.73513104163635,NGO,Nifas Silk Health Center,Nifas Silk Health Center,nifas silk health center,N122,addis ababa,zone 3,arada
DHIS2_000297,Modj General Hospital,SNNPR,Butajira,Zone 4,General Hospital,09312592536,4.557917387420611,43.30291496512544,Private,Modj General Hospital,Modj General Hospital,modj general hospital,M322,snnpr,zone 4,butajira
DHIS2_000475,Dessie Dispensary,SNNPR,Hosaena,Zone 2,Dispensary,09827728138,5.746505549801988,41.952778153316395,NGO,Dessie Dispensary,Dessie Dispensary,dessie dispensary,D232,snnpr,zone 2,hosaena
DHIS2_000199,Nifa Silk Health Post,Oromia,Bishoftu,Zone 2,HP,09483790799,4.508898141679786,34.99071980728916,Private,Nifa Silk Health Post,Nifa Silk Health Post,nifa silk health post,N124,oromia,zone 2,bishoftu
DHIS2_000298,Gonda Hospitalital,SNNPR,Hosaena,Zone 2,Hospital,09138190067,14.681488679714079,38.05260752791655,Private,Gonda Hospitalital,Gonda Hospitalital,gonda hospitalital,G532,snnpr,zone 2,hosaena
DHIS2_000417,Butajira General Hospitalital,Addis Ababa,Lideta,Zone 2,General Hospital,09322856498,9.860951797724985,45.492455651824066,Public,Butajira General Hospitalital,Butajira General Hospitalital,butajira general hospitalital,B326,addis ababa,zone 2,lideta
DHIS2_000147,Gonda Dispensary,Addis Ababa,Kirkos,Zone 1,Dispensary,09196015965,7.036445565941065,40.83778787451784,NGO,Gonda Dispensary,Gonda Dispensary,gonda dispensary,G533,addis ababa,zone 1,kirkos
DHIS2_000393,Adama General Hospital,Oromia,Adama,Zone 3,General Hospital,09515875293,7.460688796828119,38.8868727934422,NGO,Adama General Hospital,Adama General Hospital,adama general hospital,A352,oromia,zone 3,adama
DHIS2_000148,Butajir HC,Addis Ababa,Lideta,Zone 5,HC,09186767936,6.555697445471881,36.50411626574865,Private,Butajir HC,Butajir Health Center,butajir health center,B326,addis ababa,zone 5,lideta
DHIS2_000448,Dukem Health Post,Oromia,Dukem,Zone 3,Health Post,09455874854,5.668335656978043,40.788368561703074,Private,Dukem Health Post,Dukem Health Post,dukem health post,D254,oromia,zone 3,dukem
DHIS2_000288,Dire Dawa Health Center,SNNPR,Butajira,Zone 4,Health Center,09468401945,5.416365385631693,36.87931252332058,Private,Dire Dawa Health Center,Dire Dawa Health Center,dire dawa health center,D634,snnpr,zone 4,butajira
DHIS2_000124,Hawass Health Center,Amhara,Dessie,Zone 2,Health Center,09264148094,12.80932274086129,38.12726027546814,NGO,Hawass Health Center,Hawass Health Center,hawass health center,H243,amhara,zone 2,dessie
DHIS2_000369,Hawassa Dispensary,Amhara,Gondar,Zone 5,Dispensary,09874384099,10.888241786041544,40.084227062444725,NGO,Hawassa Dispensary,Hawassa Dispensary,hawassa dispensary,H232,amhara,zone 5,gondar
DHIS2_000097,Bole Health Center,Addis Ababa,Kirkos,Zone 3,Health Center,09118112074,4.665897281304245,33.04066349121494,Private,Bole Health Center,Bole Health Center,bole health center,B443,addis ababa,zone 3,kirkos
DHIS2_000144,Dessi HC,SNNPR,Hawassa,Zone 2,HC,09471029245,9.242017318544782,39.402255849822964,NGO,Dessi HC,Dessi Health Center,dessi health center,D243,snnpr,zone 2,hawassa
DHIS2_000240,Bahi Dar Health Post,Addis Ababa,Bole,Zone 4,Health Post,09150467715,5.133196654214979,43.37427083353979,NGO,Bahi Dar Health Post,Bahi Dar Health Post,bahi dar health post,B364,addis ababa,zone 4,bole
DHIS2_000443,Hosaena Hospitalital,Addis Ababa,Lideta,Zone 1,Hospital,09225551270,6.92091050436049,38.31637423189582,Public,Hosaena Hospitalital,Hosaena Hospitalital,hosaena hospitalital,H252,addis ababa,zone 1,lideta
DHIS2_000098,Kirko Health Center,Oromia,Adama,Zone 4,HC,09185169697,4.491566681826537,43.963012128054665,NGO,Kirko Health Center,Kirko Health Center,kirko health center,K624,oromia,zone 4,adama
DHIS2_000408,Bole Health Post,Addis Ababa,Bole,Zone 1,HP,09547649509,10.58591399023749,34.94912058401912,Public,Bole Health Post,Bole Health Post,bole health post,B443,addis ababa,zone 1,bole
DHIS2_000123,Hosaena General Hospital,Oromia,Dukem,Zone 4,General Hospital,09816202258,11.830855358352029,45.72192143200325,Public,Hosaena General Hospital,Hosaena General Hospital,hosaena general hospital,H252,oromia,zone 4,dukem
DHIS2_000184,Hosaena Health Post,SNNPR,Butajira,Zone 3,HP,09520556086,11.931348787139466,46.077491684596815,Private,Hosaena Health Post,Hosaena Health Post,hosaena health post,H254,snnpr,zone 3,butajira
DHIS2_000203,Gondar Hospital,Addis Ababa,Nifas Silk,Zone 2,Hospital,09616851803,11.003658203890888,41.65777855067622,Private,Gondar Hospital,Gondar Hospital,gondar hospital,G536,addis ababa,zone 2,nifas silk
DHIS2_000247,Dessie Referral Hospitalital,Addis Ababa,Addis Ketema,Zone 1,Referral Hospital,09186599400,7.708724658341694,47.343332859734225,Public,Dessie Referral Hospitalital,Dessie Referral Hospitalital,dessie referral hospitalital,D261,addis ababa,zone 1,addis ketema
DHIS2_000306,Bole Hospital,SNNPR,Hosaena,Zone 3,Hospital,09682888141,9.559778642253463,38.706008234556144,Public,Bole Hospital,Bole Hospital,bole hospital,B421,snnpr,zone 3,hosaena
DHIS2_000299,Bahi Dar Dispensary,Oromia,Bishoftu,Zone 5,Dispensary,09416703560,8.654014787193775,45.324553465657075,Private,Bahi Dar Dispensary,Bahi Dar Dispensary,bahi dar dispensary,B363,oromia,zone 5,bishoftu
DHIS2_000352,Gonda General Hospitalital,Amhara,Gondar,Zone 5,General Hospital,09538044174,3.529943234133975,38.126736071051425,Public,Gonda General Hospitalital,Gonda General Hospitalital,gonda general hospitalital,G532,amhara,zone 5,gondar
DHIS2_000387,Butajira Dispensary,Amhara,Mekelle,Zone 2,Dispensary,09295235670,5.629409753639261,39.88445219065948,Private,Butajira Dispensary,Butajira Dispensary,butajira dispensary,B326,amhara,zone 2,mekelle
DHIS2_000396,Kirkos Health Center,Addis Ababa,Bole,Zone 5,Health Center,09536372008,5.102661265269928,46.001555317590004,Public,Kirkos Health Center,Kirkos Health Center,kirkos health center,K622,addis ababa,zone 5,bole
DHIS2_000285,Dessie HC,Amhara,Bahir Dar,Zone 1,HC,09797338581,7.847734515918579,41.13818705093134,Public,Dessie HC,Dessie Health Center,dessie health center,D243,amhara,zone 1,bahir dar
DHIS2_000126,Nifas Silk Clinic,Amhara,Dessie,Zone 1,Clinic,09393976173,4.3708551110447615,41.48664929949841,Private,Nifas Silk Clinic,Nifas Silk Clinic,nifas silk clinic,N122,amhara,zone 1,dessie
DHIS2_000303,Hosaena Health Post,Amhara,Gondar,Zone 5,Health Post,09681415950,11.329806882117971,40.6898212971758,NGO,Hosaena Health Post,Hosaena Health Post,hosaena health post,H254,amhara,zone 5,gondar
DHIS2_000224,Dessie Health Post,SNNPR,Arba Minch,Zone 1,Health Post,09434005377,5.283898353828814,33.785083136797624,NGO,Dessie Health Post,Dessie Health Post,dessie health post,D243,snnpr,zone 1,arba minch
DHIS2_000419,Butajira Health Center,Addis Ababa,Lideta,Zone 3,Health Center,09395711044,6.429099895112472,39.49150319398894,Private,Butajira Health Center,Butajira Health Center,butajira health center,B326,addis ababa,zone 3,lideta
DHIS2_000220,Hawassa Health Post,SNNPR,Hawassa,Zone 1,Health Post,09245609212,10.1645630027483,43.13761867631064,Public,Hawassa Health Post,Hawassa Health Post,hawassa health post,H243,snnpr,zone 1,hawassa
DHIS2_000130,Adama Referral Hospitalital,Addis Ababa,Nifas Silk,Zone 5,Referral Hospital,09547738488,11.78621494150875,36.76095990842396,NGO,Adama Referral Hospitalital,Adama Referral Hospitalital,adama referral hospitalital,A356,addis ababa,zone 5,nifas silk
DHIS2_000421,Dessi Clinic,Addis Ababa,Addis Ketema,Zone 2,Clinic,09159309063,6.315829301590243,39.48028391391759,Private,Dessi Clinic,Dessi Clinic,dessi clinic,D224,addis ababa,zone 2,addis ketema
DHIS2_000290,Bahir Dar Health Center,Addis Ababa,Kirkos,Zone 4,Health Center,09622756935,3.326009054706718,33.97806886890738,Public,Bahir Dar Health Center,Bahir Dar Health Center,bahir dar health center,B636,addis ababa,zone 4,kirkos
DHIS2_000445,Bahi Dar General Hospitalital,Oromia,Adama,Zone 1,General Hospital,09782141525,8.542121775301323,39.21774097225188,Public,Bahi Dar General Hospitalital,Bahi Dar General Hospitalital,bahi dar general hospitalital,B362,oromia,zone 1,adama
DHIS2_000377,Gonda Hospital,Amhara,Bahir Dar,Zone 1,Hospital,09793022130,10.757504899655165,47.61291665724536,NGO,Gonda Hospital,Gonda Hospital,gonda hospital,G532,amhara,zone 1,bahir dar
DHIS2_000292,Modjo Clinic,Addis Ababa,Nifas Silk,Zone 1,Clinic,09459840603,5.240679549276498,34.410541566514,Public,Modjo Clinic,Modjo Clinic,modjo clinic,M322,addis ababa,zone 1,nifas silk
DHIS2_000356,Hawass Clinic,Amhara,Dessie,Zone 3,Clinic,09758383190,6.543485928575319,36.48576484584072,Private,Hawass Clinic,Hawass Clinic,hawass clinic,H224,amhara,zone 3,dessie
DHIS2_000295,Bahir Dar Hospital,Oromia,Dire Dawa,Zone 1,Hospital,09666366866,8.283881020420187,42.22947037604703,NGO,Bahir Dar Hospital,Bahir Dar Hospital,bahir dar hospital,B636,oromia,zone 1,dire dawa
DHIS2_000397,Butajira Health Post,Amhara,Gondar,Zone 5,Health Post,09315351826,8.13002197593734,37.895076463979805,NGO,Butajira Health Post,Butajira Health Post,butajira health post,B326,amhara,zone 5,gondar
DHIS2_000341,Bahir Dar Hospital,Addis Ababa,Lideta,Zone 4,Hospital,09348620544,14.59700863039689,41.36563239375066,NGO,Bahir Dar Hospital,Bahir Dar Hospital,bahir dar hospital,B636,addis ababa,zone 4,lideta
DHIS2_000113,Nifas Silk HC,SNNPR,Butajira,Zone 3,HC,09373213072,8.588401467825758,40.2125546713361,NGO,Nifas Silk HC,Nifas Silk Health Center,nifas silk health center,N122,snnpr,zone 3,butajira
DHIS2_000180,Gondar HC,Oromia,Dukem,Zone 3,HC,09456462256,12.857288736118397,33.617752429189075,Public,Gondar HC,Gondar Health Center,gondar health center,G536,oromia,zone 3,dukem
DHIS2_000308,Adama HP,SNNPR,Butajira,Zone 1,HP,09123907579,14.781584319127532,42.32016745880294,NGO,Adama HP,Adama Health Post,adama health post,A354,snnpr,zone 1,butajira
DHIS2_000433,Modjo Health Center,SNNPR,Hawassa,Zone 1,HC,09365756089,3.750315548914149,39.8841077489523,NGO,Modjo Health Center,Modjo Health Center,modjo health center,M324,snnpr,zone 1,hawassa
DHIS2_000488,Gondar Clinic,Amhara,Gondar,Zone 4,Clinic,09237758630,5.636481484696805,33.30781222093988,Public,Gondar Clinic,Gondar Clinic,gondar clinic,G536,amhara,zone 4,gondar
DHIS2_000482,Butajira Clinic,SNNPR,Arba Minch,Zone 3,Clinic,09435653875,5.769535847118381,46.73508348392475,NGO,Butajira Clinic,Butajira Clinic,butajira clinic,B326,snnpr,zone 3,arba minch
DHIS2_000423,Addis Ababa Health Center,Amhara,Bahir Dar,Zone 1,Health Center,09282112225,7.771348542634447,36.96414394737959,NGO,Addis Ababa Health Center,Addis Ababa Health Center,addis ababa health center,A321,amhara,zone 1,bahir dar
DHIS2_000234,Gondar HP,Oromia,Dukem,Zone 5,HP,09242318232,9.876497147170191,46.990961107143825,Private,Gondar HP,Gondar Health Post,gondar health post,G536,oromia,zone 5,dukem
DHIS2_000312,Bahir Dar Health Post,Addis Ababa,Lideta,Zone 5,Health Post,09521059860,6.21332010586001,44.837412698830974,Public,Bahir Dar Health Post,Bahir Dar Health Post,bahir dar health post,B636,addis ababa,zone 5,lideta
DHIS2_000165,Dessie Referral Hospital,SNNPR,Hawassa,Zone 3,Referral Hospital,09252081603,14.246741846837413,43.3182858345122,Public,Dessie Referral Hospital,Dessie Referral Hospital,dessie referral hospital,D261,snnpr,zone 3,hawassa
DHIS2_000137,Bahir Dar Health Post,SNNPR,Hosaena,Zone 1,Health Post,09160760636,6.775158681712931,45.11145377725142,Private,Bahir Dar Health Post,Bahir Dar Health Post,bahir dar health post,B636,snnpr,zone 1,hosaena
DHIS2_000198,Adam HC,Oromia,Dukem,Zone 3,HC,09876984430,14.677172976844158,41.70168344543202,Private,Adam HC,Adam Health Center,adam health center,A354,oromia,zone 3,dukem
DHIS2_000259,Gondar Clinic,SNNPR,Hawassa,Zone 3,Clinic,09742469247,11.978302871747971,41.36719838266605,Public,Gondar Clinic,Gondar Clinic,gondar clinic,G536,snnpr,zone 3,hawassa
DHIS2_000233,Dir Dawa General Hospitalital,SNNPR,Hosaena,Zone 3,General Hospital,09584193473,6.656149669176489,34.21378924576878,Private,Dir Dawa General Hospitalital,Dir Dawa General Hospitalital,dir dawa general hospitalital,D632,snnpr,zone 3,hosaena
DHIS2_000116,Hosaena Health Center,Addis Ababa,Bole,Zone 3,Health Center,09389594423,6.719243115223331,38.95977173186397,Private,Hosaena Health Center,Hosaena Health Center,hosaena health center,H254,addis ababa,zone 3,bole
DHIS2_000121,Adam Hospitalital,Addis Ababa,Lideta,Zone 2,Hospital,09718860935,5.142535944652003,42.79119161777812,NGO,Adam Hospitalital,Adam Hospitalital,adam hospitalital,A352,addis ababa,zone 2,lideta
DHIS2_000350,Nifas Silk Referral Hospital,Oromia,Dukem,Zone 5,Referral Hospital,09242401727,11.672483492378742,43.38798647305662,Private,Nifas Silk Referral Hospital,Nifas Silk Referral Hospital,nifas silk referral hospital,N122,oromia,zone 5,dukem
DHIS2_000225,Gondar HP,SNNPR,Butajira,Zone 5,HP,09491831756,3.7217081112094226,41.434452238168646,NGO,Gondar HP,Gondar Health Post,gondar health post,G536,snnpr,zone 5,butajira
DHIS2_000403,Hosaena General Hospitalital,SNNPR,Arba Minch,Zone 3,General Hospital,09343218943,6.650384635635371,37.55913768382541,Private,Hosaena General Hospitalital,Hosaena General Hospitalital,hosaena general hospitalital,H252,snnpr,zone 3,arba minch
DHIS2_000398,Butajir Hospital,Oromia,Dukem,Zone 2,Hospital,09269646035,8.033375927487763,44.70548254510322,Public,Butajir Hospital,Butajir Hospital,butajir hospital,B326,oromia,zone 2,dukem
DHIS2_000128,Dukem HC,Amhara,Dessie,Zone 4,HC,09220971177,6.267687918232427,33.275860148212004,Public,Dukem HC,Dukem Health Center,dukem health center,D254,amhara,zone 4,dessie
DHIS2_000286,Gonda Referral Hospitalital,SNNPR,Hosaena,Zone 1,Referral Hospital,09545210753,13.163024737062718,39.429458204557136,Private,Gonda Referral Hospitalital,Gonda Referral Hospitalital,gonda referral hospitalital,G536,snnpr,zone 1,hosaena
DHIS2_000412,Addis Ababa Health Post,Amhara,Bahir Dar,Zone 4,Health Post,09877404927,8.790005042824328,40.60008973474119,Private,Addis Ababa Health Post,Addis Ababa Health Post,addis ababa health post,A321,amhara,zone 4,bahir dar
DHIS2_000108,Dukem Clinic,Oromia,Bishoftu,Zone 4,Clinic,09741549031,9.070664146613591,42.17181353151972,NGO,Dukem Clinic,Dukem Clinic,dukem clinic,D252,oromia,zone 4,bishoftu
DHIS2_000371,Kirkos Clinic,Amhara,Mekelle,Zone 3,Clinic,09536455291,8.617849695612364,41.68762883062083,NGO,Kirkos Clinic,Kirkos Clinic,kirkos clinic,K622,amhara,zone 3,mekelle
DHIS2_000326,Dukem Health Post,Addis Ababa,Addis Ketema,Zone 3,Health Post,09788039489,7.257255502031811,47.12588567428388,NGO,Dukem Health Post,Dukem Health Post,dukem health post,D254,addis ababa,zone 3,addis ketema
DHIS2_000134,Bole Health Post,Amhara,Gondar,Zone 5,Health Post,09686176890,10.140935168403058,33.77138720226375,NGO,Bole Health Post,Bole Health Post,bole health post,B443,amhara,zone 5,gondar
DHIS2_000453,Modjo Dispensary,SNNPR,Hawassa,Zone 3,Dispensary,09524716532,11.078957272254378,39.12178585238885,Private,Modjo Dispensary,Modjo Dispensary,modjo dispensary,M323,snnpr,zone 3,hawassa
DHIS2_000045,Kirko Referral Hospital,Amhara,Gondar,Zone 3,Referral Hospital,09262496015,11.760471798741822,33.71574191537473,Public,Kirko Referral Hospital,Kirko Referral Hospital,kirko referral hospital,K626,amhara,zone 3,gondar
DHIS2_000461,Bole Clinic,Addis Ababa,Bole,Zone 2,Clinic,09817503276,8.112851731513164,41.2204853499636,Public,Bole Clinic,Bole Clinic,bole clinic,B424,addis ababa,zone 2,bole
DHIS2_000066,Addis Ababa Hospitalital,SNNPR,Butajira,Zone 3,Hospital,09770972984,11.363100670365778,38.7630274706883,Private,Addis Ababa Hospitalital,Addis Ababa Hospitalital,addis ababa hospitalital,A321,snnpr,zone 3,butajira
DHIS2_000284,Addis Ababa HC,Addis Ababa,Bole,Zone 1,HC,09139489478,11.640096475957357,39.269849008057264,Public,Addis Ababa HC,Addis Ababa Health Center,addis ababa health center,A321,addis ababa,zone 1,bole
DHIS2_000086,Hawass Clinic,SNNPR,Arba Minch,Zone 3,Clinic,09760154221,4.597403143049739,43.30748258104997,NGO,Hawass Clinic,Hawass Clinic,hawass clinic,H224,snnpr,zone 3,arba minch
DHIS2_000243,Gondar General Hospital,SNNPR,Hawassa,Zone 5,General Hospital,09649031525,7.993847978157138,40.220162274529855,Private,Gondar General Hospital,Gondar General Hospital,gondar general hospital,G536,snnpr,zone 5,hawassa
DHIS2_000187,Butajira HP,SNNPR,Hawassa,Zone 4,HP,09691173011,10.545177818471341,44.03025447998629,Private,Butajira HP,Butajira Health Post,butajira health post,B326,snnpr,zone 4,hawassa
DHIS2_000384,Hawassa Hospitalital,SNNPR,Butajira,Zone 2,Hospital,09656619069,14.54772243585341,42.31362885326562,Private,Hawassa Hospitalital,Hawassa Hospitalital,hawassa hospitalital,H221,snnpr,zone 2,butajira
DHIS2_000160,Dessi Dispensary,Amhara,Bahir Dar,Zone 4,Dispensary,09321667877,14.161084206116865,34.58751140742876,NGO,Dessi Dispensary,Dessi Dispensary,dessi dispensary,D232,amhara,zone 4,bahir dar
DHIS2_000013,Addis Ababa Hospitalital,Oromia,Modjo,Zone 1,Hospital,09749443226,9.735326370833954,44.56450769931841,NGO,Addis Ababa Hospitalital,Addis Ababa Hospitalital,addis ababa hospitalital,A321,oromia,zone 1,modjo
DHIS2_000036,Adama Referral Hospital,Amhara,Dessie,Zone 2,Referral Hospital,09873967150,11.352357560099676,41.550917551340476,NGO,Adama Referral Hospital,Adama Referral Hospital,adama referral hospital,A356,amhara,zone 2,dessie
DHIS2_000029,Gondar Health Post,Amhara,Mekelle,Zone 2,Health Post,09131739356,7.467393198740917,47.102001636866675,Private,Gondar Health Post,Gondar Health Post,gondar health post,G536,amhara,zone 2,mekelle
DHIS2_000171,Dire Dawa Dispensary,Amhara,Dessie,Zone 2,Dispensary,09292030459,8.307585148570922,37.679279857426955,Public,Dire Dawa Dispensary,Dire Dawa Dispensary,dire dawa dispensary,D633,amhara,zone 2,dessie
DHIS2_000143,Butajir General Hospital,Addis Ababa,Nifas Silk,Zone 4,General Hospital,09845396080,7.853825396182209,41.586416391501984,Public,Butajir General Hospital,Butajir General Hospital,butajir general hospital,B326,addis ababa,zone 4,nifas silk
DHIS2_000399,Dire Dawa General Hospital,Addis Ababa,Bole,Zone 2,General Hospital,09337949891,3.3937154895433013,42.540637031699525,NGO,Dire Dawa General Hospital,Dire Dawa General Hospital,dire dawa general hospital,D632,addis ababa,zone 2,bole
DHIS2_000343,Adam Clinic,Amhara,Dessie,Zone 5,Clinic,09545259675,10.447925757895009,36.0196816173365,Public,Adam Clinic,Adam Clinic,adam clinic,A352,amhara,zone 5,dessie
DHIS2_000222,Dire Dawa Dispensary,Addis Ababa,Addis Ketema,Zone 5,Dispensary,09139737667,6.88045874538625,36.39984603340482,Public,Dire Dawa Dispensary,Dire Dawa Dispensary,dire dawa dispensary,D633,addis ababa,zone 5,addis ketema
DHIS2_000096,Dessi Health Post,Oromia,Bishoftu,Zone 2,Health Post,09284531076,3.621882441869123,38.04906417290881,Private,Dessi Health Post,Dessi Health Post,dessi health post,D243,oromia,zone 2,bishoftu
DHIS2_000052,Dukem Health Center,SNNPR,Hosaena,Zone 2,HC,09249673332,6.128334338830838,40.44056181440109,Public,Dukem Health Center,Dukem Health Center,dukem health center,D254,snnpr,zone 2,hosaena
DHIS2_000241,Kirkos General Hospital,Amhara,Bahir Dar,Zone 2,General Hospital,09428321829,5.64963155742767,35.60628893493442,NGO,Kirkos General Hospital,Kirkos General Hospital,kirkos general hospital,K622,amhara,zone 2,bahir dar
DHIS2_000485,Bahir Dar General Hospitalital,SNNPR,Arba Minch,Zone 2,General Hospital,09147784639,8.224723754108828,38.93942383121407,Private,Bahir Dar General Hospitalital,Bahir Dar General Hospitalital,bahir dar general hospitalital,B636,snnpr,zone 2,arba minch
DHIS2_000379,Hawassa General Hospitalital,Addis Ababa,Kirkos,Zone 5,General Hospital,09832438280,11.059707378552357,41.73313139652347,Private,Hawassa General Hospitalital,Hawassa General Hospitalital,hawassa general hospitalital,H225,addis ababa,zone 5,kirkos
DHIS2_000179,Addis Ababa Dispensary,SNNPR,Hawassa,Zone 2,Dispensary,09470350105,7.207523174510169,33.4980466318705,Private,Addis Ababa Dispensary,Addis Ababa Dispensary,addis ababa dispensary,A321,snnpr,zone 2,hawassa
DHIS2_000042,Dessie HC,Amhara,Mekelle,Zone 3,HC,09199473854,9.195604179614344,37.84434709411869,Private,Dessie HC,Dessie Health Center,dessie health center,D243,amhara,zone 3,mekelle
DHIS2_000499,Bole Dispensary,Addis Ababa,Lideta,Zone 4,Dispensary,09566896917,3.3028481501791704,36.7896904593193,Public,Bole Dispensary,Bole Dispensary,bole dispensary,B432,addis ababa,zone 4,lideta
DHIS2_000422,Addis Ababa HC,Addis Ababa,Kirkos,Zone 2,HC,09692184132,14.64811854491693,34.69955257091196,Private,Addis Ababa HC,Addis Ababa Health Center,addis ababa health center,A321,addis ababa,zone 2,kirkos
DHIS2_000207,Dire Dawa Dispensary,Oromia,Dire Dawa,Zone 2,Dispensary,09346591531,10.15782569982506,41.1853033274321,NGO,Dire Dawa Dispensary,Dire Dawa Dispensary,dire dawa dispensary,D633,oromia,zone 2,dire dawa
DHIS2_000283,Kirkos Clinic,Oromia,Dukem,Zone 4,Clinic,09573467903,7.0591572639881806,37.63048115059793,Public,Kirkos Clinic,Kirkos Clinic,kirkos clinic,K622,oromia,zone 4,dukem
DHIS2_000255,Gondar Health Center,SNNPR,Butajira,Zone 2,HC,09358190951,6.86658604133554,34.878503556492404,Private,Gondar Health Center,Gondar Health Center,gondar health center,G536,snnpr,zone 2,butajira
DHIS2_000413,Modjo HP,Addis Ababa,Nifas Silk,Zone 2,HP,09116472973,4.492593974895891,44.96321040805799,Public,Modjo HP,Modjo Health Post,modjo health post,M324,addis ababa,zone 2,nifas silk
DHIS2_000005,Adam General Hospital,Oromia,Dire Dawa,Zone 1,General Hospital,09654738553,3.1591795339183983,47.13302633527279,Private,Adam General Hospital,Adam General Hospital,adam general hospital,A352,oromia,zone 1,dire dawa
DHIS2_000257,Gonda Dispensary,Amhara,Gondar,Zone 3,Dispensary,09494749483,4.964205617583618,37.1068696127116,Private,Gonda Dispensary,Gonda Dispensary,gonda dispensary,G533,amhara,zone 3,gondar
DHIS2_000449,Butajira Clinic,Oromia,Bishoftu,Zone 3,Clinic,09151467922,14.834960063416817,39.22103740451207,Private,Butajira Clinic,Butajira Clinic,butajira clinic,B326,oromia,zone 3,bishoftu
DHIS2_000101,Adama Health Center,Addis Ababa,Kirkos,Zone 1,HC,09696448549,12.799193273658926,39.587023628553276,NGO,Adama Health Center,Adama Health Center,adama health center,A354,addis ababa,zone 1,kirkos
DHIS2_000227,Dessie General Hospital,Amhara,Dessie,Zone 4,General Hospital,09589157203,7.791790989711698,35.28624019995626,Public,Dessie General Hospital,Dessie General Hospital,dessie general hospital,D225,amhara,zone 4,dessie
DHIS2_000430,Nifa Silk HC,SNNPR,Butajira,Zone 4,HC,09785460974,4.111505796616406,44.22576524514347,Public,Nifa Silk HC,Nifa Silk Health Center,nifa silk health center,N124,snnpr,zone 4,butajira
DHIS2_000214,Duke Clinic,Addis Ababa,Bole,Zone 1,Clinic,09723952821,14.555122502850958,40.25318470079887,Public,Duke Clinic,Duke Clinic,duke clinic,D224,addis ababa,zone 1,bole
DHIS2_000172,Adam Clinic,Oromia,Adama,Zone 4,Clinic,09861465754,7.422316124685134,45.965373747594555,Private,Adam Clinic,Adam Clinic,adam clinic,A352,oromia,zone 4,adama
DHIS2_000099,Butajira Referral Hospitalital,Oromia,Adama,Zone 5,Referral Hospital,09370203880,3.5771357275690523,44.72271722627122,Private,Butajira Referral Hospitalital,Butajira Referral Hospitalital,butajira referral hospitalital,B326,oromia,zone 5,adama
DHIS2_000293,Gonda Clinic,Addis Ababa,Bole,Zone 2,Clinic,09661588363,9.242286279018654,39.71404410480326,NGO,Gonda Clinic,Gonda Clinic,gonda clinic,G532,addis ababa,zone 2,bole
DHIS2_000216,Butajir Dispensary,Oromia,Dukem,Zone 3,Dispensary,09887827225,13.078335634400645,46.50034685097017,Public,Butajir Dispensary,Butajir Dispensary,butajir dispensary,B326,oromia,zone 3,dukem
DHIS2_000062,Hosaen Health Post,Amhara,Dessie,Zone 2,Health Post,09548538877,4.3343697876738165,40.389376564362884,Public,Hosaen Health Post,Hosaen Health Post,hosaen health post,H254,amhara,zone 2,dessie
