facility_id,facility_name,facility_type,subtype,owner_type,settlement,is_phcu,status,operational_status,region,zone,woreda,city,kebele,latitude,longitude,altitude,dhis2_id,ethiopian_national_facility_id,catchment_population,number_of_inpatient_beds,number_of_maternity_beds,number_of_emergency_beds,number_of_opd_rooms,number_of_ipd_rooms,number_of_laboratory_rooms,number_of_imaging_rooms,number_of_mch_rooms,number_of_icu_rooms,phone,facility_owners_name,referral_linkage,reports_to,year_opened,created_at_text,_sdc_extracted_at,region_canonical,region_raw,facility_name_amharic_xlat,facility_name_expanded,facility_name_normalized,facility_name_phonetic,region_normalized,zone_normalized,woreda_normalized
1081758,Setit Humera Woreda,Office,Woreda Health Office,Public/Government,Rural,No,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Setit Humera,,,,,,,,,,,,,,,,,,910000842,Setit humera Woreda Health Office,,Wolkait Tegedie Setit Humeral zone,"ሚያዝያ 11,2015","ሚያዝያ 11,2015",2026-05-22 00:13:20,amhara,Amhara Region,Setit Humera Woreda,Setit Humera Woreda,setit humera woreda,S335,amhara,wolkait tegedi setiti humera,setit humera
1081759,Wolkayit Woreda,Office,Woreda Health Office,Public/Government,Rural,No,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Wolkait,,,,,,,,,,,,,,,,,,910000842,Wolkait Woreda Health Office,,Wolkait Tegedie Setit Humeral zone,"ሚያዝያ 11,2015","ሚያዝያ 11,2015",2026-05-22 00:13:20,amhara,Amhara Region,Wolkayit Woreda,Wolkayit Woreda,wolkayit woreda,W423,amhara,wolkait tegedi setiti humera,wolkait
1081760,Tegedie Woreda ,Office,Woreda Health Office,Public/Government,Rural,No,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Tegedi,,,,,,,,,,,,,,,,,,910000842,Tegedie Woreda Health Office,,Wolkait Tegedie Setit Humeral zone,"ሚያዝያ 11,2015","ሚያዝያ 11,2015",2026-05-22 00:13:20,amhara,Amhara Region,Tegedie Woreda ,Tegedie Woreda ,tegedie woreda,T236,amhara,wolkait tegedi setiti humera,tegedi
1081762,Dansha Town Woreda,Office,Woreda Health Office,Public/Government,Urban,No,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Dansha Town,,,,,,,,,,,,,,,,,,910000842, Dansha town Woreda Health Office,,Wolkait Tegedie Setit Humeral zone,"ሚያዝያ 11,2015","ሚያዝያ 11,2015",2026-05-22 00:13:20,amhara,Amhara Region,Dansha Town Woreda,Dansha Town Woreda,dansha town woreda,D523,amhara,wolkait tegedi setiti humera,dansha town
1081763,Awura Woreda,Office,Woreda Health Office,Public/Government,Rural,No,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Awura,,,,,,,,,,,,,,,,,,910000842,Awura Woreda Health Office,,Wolkait Tegedie Setit Humeral zone,"ሚያዝያ 11,2015","ሚያዝያ 11,2015",2026-05-22 00:13:20,amhara,Amhara Region,Awura Woreda,Awura Woreda,awura woreda,A663,amhara,wolkait tegedi setiti humera,awura
1081764,Walelign Drug store,Pharmacy,Drug Store,Private for profit,Urban,No,Approved,Operational,amhara,East Gojjam Zone,Debay Tilatgin,,,10.500132,37.9939334,2640.39990234375,,,,,,,,,,,,,985890669,Walelign,,,"ሚያዝያ 2,2014","ሚያዝያ 12,2015",2026-05-22 00:13:20,amhara,Amhara Region,Walelign Drug store,Walelign Drug store,walelign drug store,W442,amhara,east gojjam zone,debay tilatgin
1081765,Aberham Drug Store,Pharmacy,Drug Store,Private for profit,Urban,No,Approved,Operational,amhara,East Gojjam Zone,Debay Tilatgin,,,10.5052372,37.9908782,2667.3,,,,,,,,,,,,,912130520,Aberham,,,"የካቲት 13,2014","ሚያዝያ 12,2015",2026-05-22 00:13:20,amhara,Amhara Region,Aberham Drug Store,Aberham Drug Store,aberham drug store,A165,amhara,east gojjam zone,debay tilatgin
1081766,Wolkait Primary Hospital,Hospital,Primary Hospital,Public/Government,Urban,No,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Wolkait,,,13.7561266,37.3113706,2001.3,,,,6.0,1.0,6.0,8.0,10.0,2.0,2.0,4.0,,983528891,Wolkait Primary Hospital,,Wolkait Tegedie Setit Humeral zone,,"ሚያዝያ 12,2015",2026-05-22 00:13:20,amhara,Amhara Region,Wolkait Primary Hospital,Wolkait Primary Hospital,wolkait primary hospital,W423,amhara,wolkait tegedi setiti humera,wolkait
1081767,Maksegno Gebeya Primary Hospital,Hospital,Primary Hospital,Public/Government,Urban,Yes,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Dansha Town,,,,,,,,,,,,,,,,,,983528891,Makisegnogebeya Primary Hospital,,Wolkait Tegedie Setit Humeral zone,,"ሚያዝያ 12,2015",2026-05-22 00:13:20,amhara,Amhara Region,Maksegno Gebeya Primary Hospital,Maksegno Gebeya Primary Hospital,maksegno gebeya primary hospital,M225,amhara,wolkait tegedi setiti humera,dansha town
1081768,Weynnat General Hospital,Hospital,General Hospital,Public/Government,Urban,No,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Tegedi,,,13.6439181,36.8627367,768.81,,,,20.0,,2.0,2.0,1.0,,,1.0,,983528891,Weynnat General Hospital,,Wolkait Tegedie Setit Humeral zone,,"ሚያዝያ 12,2015",2026-05-22 00:13:20,amhara,Amhara Region,Weynnat General Hospital,Weynnat General Hospital,weynnat general hospital,W532,amhara,wolkait tegedi setiti humera,tegedi
1081769,Humera General Hospital,Hospital,General Hospital,Public/Government,Urban,No,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Setit Humera,,,14.2809252,36.6140048,609.0,,,,151.0,1.0,9.0,7.0,151.0,4.0,,5.0,1.0,983528891,Humera General Hospital,,Wolkait Tegedie Setit Humeral zone,,"ሚያዝያ 12,2015",2026-05-22 00:13:20,amhara,Amhara Region,Humera General Hospital,Humera General Hospital,humera general hospital,H562,amhara,wolkait tegedi setiti humera,setit humera
1081777,Kabtya Health Center,Health Center,Health Center,Public/Government,Urban,Yes,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Kafta Humera,,,13.9030531,37.1348914,1691.0,,,,,4.0,5.0,4.0,,1.0,,4.0,,983528891,Kafta Health Center,,Kafta Humera Woreda,"ሚያዝያ 25,1987","ሚያዝያ 12,2015",2026-05-22 00:13:20,amhara,Amhara Region,Kabtya Health Center,Kabtya Health Center,kabtya health center,K134,amhara,wolkait tegedi setiti humera,kafta humera
1081780,Dejena Health Center,Health Center,Health Center,Public/Government,Rural,Yes,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Wolkait,,,13.7523659,37.3194681,2020.7,,,,5.0,1.0,5.0,7.0,1.0,1.0,,1.0,,983528891,Dejena Health Center,,Wolkayit Woreda,"መስከረም 17,1996","ሚያዝያ 12,2015",2026-05-22 00:13:20,amhara,Amhara Region,Dejena Health Center,Dejena Health Center,dejena health center,D254,amhara,wolkait tegedi setiti humera,wolkait
1081781,Telelo Health Center,Health Center,Health Center,Public/Government,Rural,Yes,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Wolkait,,,13.5653832,36.9719012,767.199999999999,,,,2.0,1.0,3.0,4.0,,1.0,,1.0,,983528891,Telelo Health Center,,Wolkayit Woreda,,"ሚያዝያ 12,2015",2026-05-22 00:13:20,amhara,Amhara Region,Telelo Health Center,Telelo Health Center,telelo health center,T444,amhara,wolkait tegedi setiti humera,wolkait
1081782,Qorarit Health Center,Health Center,Health Center,Public/Government,Rural,Yes,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Wolkait,,,13.7519471,37.3215341,2003.5,,,,4.0,1.0,4.0,5.0,1.0,1.0,,1.0,,983528891,Qorarit Health Center,,Wolkayit Woreda,,"ሚያዝያ 12,2015",2026-05-22 00:13:20,amhara,Amhara Region,Qorarit Health Center,Qorarit Health Center,qorarit health center,Q663,amhara,wolkait tegedi setiti humera,wolkait
1081783,Betmulu Health Center,Health Center,Health Center,Public/Government,Rural,Yes,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Wolkait,,,13.7459385,37.324411,2065.6,,,,2.0,1.0,1.0,5.0,,1.0,,1.0,,983528891,Public/Government,,Wolkayit Woreda,,"ሚያዝያ 12,2015",2026-05-22 00:13:20,amhara,Amhara Region,Betmulu Health Center,Betmulu Health Center,betmulu health center,B354,amhara,wolkait tegedi setiti humera,wolkait
1081784,Sherela Health Center,Health Center,Health Center,Public/Government,Rural,Yes,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Wolkait,,,13.565378,36.9718866,794.699999999999,,,,,1.0,,0.0,,,,1.0,,983528891,Sherela Health Center,,Wolkayit Woreda,,"ሚያዝያ 12,2015",2026-05-22 00:13:20,amhara,Amhara Region,Sherela Health Center,Sherela Health Center,sherela health center,S644,amhara,wolkait tegedi setiti humera,wolkait
1081785,Adisalem Health Center,Health Center,Health Center,Public/Government,Rural,Yes,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Tegedi,,,13.3969183,37.400172,2818.7,,,,4.0,1.0,1.0,3.0,1.0,,,4.0,,983528891,Adisalem Health Center,,Tegedie Woreda ,"ኅዳር 21,1996","ሚያዝያ 12,2015",2026-05-22 00:13:20,amhara,Amhara Region,Adisalem Health Center,Adisalem Health Center,adisalem health center,A324,amhara,wolkait tegedi setiti humera,tegedi
1081786,Erqbet Health Center,Health Center,Health Center,Public/Government,Rural,Yes,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Tegedi,,,13.4371484,36.9788409,866.086,,,,6.0,1.0,2.0,5.0,1.0,,,3.0,,983528891,Erqbet Health Center,,Tegedie Woreda ,,"ሚያዝያ 12,2015",2026-05-22 00:13:20,amhara,Amhara Region,Erqbet Health Center,Erqbet Health Center,erqbet health center,E621,amhara,wolkait tegedi setiti humera,tegedi
1081787,Embagalay Health Center,Health Center,Health Center,Public/Government,Rural,Yes,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Tegedi,,,13.6375186,36.8880924,758.917,,,,,,2.0,1.0,,,,1.0,,983528891,Ebbagalay Health Center,,Tegedie Woreda ,"ኅዳር 6,2003","ሚያዝያ 12,2015",2026-05-22 00:13:20,amhara,Amhara Region,Embagalay Health Center,Embagalay Health Center,embagalay health center,E512,amhara,wolkait tegedi setiti humera,tegedi
1081788,Medhanialem Health Center,Health Center,Health Center,Public/Government,Rural,Yes,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Tegedi,,,13.3969579,37.4000675,2819.1,,,,2.0,1.0,1.0,2.0,1.0,1.0,,1.0,,983528891,Medhanyalem Health Center,,Tegede Woreda,"ሚያዝያ 12,1987","ሚያዝያ 12,2015",2026-05-22 00:13:20,amhara,Amhara Region,Medhanialem Health Center,Medhanialem Health Center,medhanialem health center,M354,amhara,wolkait tegedi setiti humera,tegedi
1081789,Gibe Tolay Home Based Health Care ,Home-Based Care Service ,Home-Based Care Service ,Private for profit,Urban,No,Approved,Operational,oromia,Jimma Zone,Botor Tolay,Yatu Daye ,Yatu Daye ,8.3917701,37.3481933,1607.1,,,,,,,,,,,,,929048940,Takele Tolessa Wember ,,,"ሚያዝያ 12,2015","ሚያዝያ 12,2015",2026-05-22 00:13:20,oromia,Oromia Region,Gibe Tolay Home Based Health Care ,Gibe Tolay Home Based Health Care ,gibe tolay home based health care,G134,oromia,jimma zone,botor tolay
1081790,Dansha Health Center,Health Center,Health Center,Public/Government,Urban,Yes,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Dansha Town,,,13.5690796,36.9718233,747.5,,,,2.0,1.0,2.0,3.0,1.0,1.0,,2.0,,983528891,Dansha Health Center,,Dansha Town Woreda,,"ሚያዝያ 12,2015",2026-05-22 00:13:20,amhara,Amhara Region,Dansha Health Center,Dansha Health Center,dansha health center,D524,amhara,wolkait tegedi setiti humera,dansha town
1081791,Awura Health Center,Health Center,Health Center,Public/Government,Rural,Yes,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Awura,,,13.6233563,37.2750664,2089.39999999999,,,,4.0,,2.0,3.0,1.0,1.0,,1.0,,983528891,Awura Health Center,,Awura Woreda,,"ሚያዝያ 12,2015",2026-05-22 00:13:20,amhara,Amhara Region,Awura Health Center,Awura Health Center,awura health center,A643,amhara,wolkait tegedi setiti humera,awura
1081792,Akewerki Health Center,Health Center,Health Center,Public/Government,Rural,Yes,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Awura,,,13.5299046,37.3064478,1053.5,,,,3.0,,2.0,3.0,1.0,1.0,,1.0,,983528891,Akewerki Health Center,,Awura Woreda,,"ሚያዝያ 12,2015",2026-05-22 00:13:20,amhara,Amhara Region,Akewerki Health Center,Akewerki Health Center,akewerki health center,A262,amhara,wolkait tegedi setiti humera,awura
1081793,Hilet Coca Health Post,Health Post,Basic Health Post,Public/Government,Rural,No,Approved,Currently Not Operational,amhara,Wolkait Tegedi Setiti Humera,Kafta Humera,,,14.2071342,36.7445748,647.446,,,,,,,,,,,,,983528891,Hilet Coca Health Post,,Adebay Health Center,"የካቲት 15,2009","ሚያዝያ 12,2015",2026-05-22 00:13:20,amhara,Amhara Region,Hilet Coca Health Post,Hilet Coca Health Post,hilet coca health post,H432,amhara,wolkait tegedi setiti humera,kafta humera
1081794,Mahlet No2 Pharmacy ,Pharmacy,pharmacy,Private for profit,Urban,No,Approved,Operational,amhara,Dessie Town Administration,Dessie Town,dessie,06,11.1310158,39.6351066,2473.5,,,,,,,,,,,,,913776124,Mahalet moges awoke ,,,"ነሐሴ 9,2014","ሚያዝያ 12,2015",2026-05-22 00:13:20,amhara,Amhara Region,Mahlet No2 Pharmacy ,Mahlet No2 Pharmacy ,mahlet no2 pharmacy,M435,amhara,dessie town administration,dessie town
1081796,Zerbabit Health Post,Health Post,Basic Health Post,Public/Government,Rural,No,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Kafta Humera,,,14.0581376,37.0732235,945.33,,,,,1.0,1.0,1.0,,,,2.0,,983528891,Zerbabit Health Post,,Marwuha Health center,"ኅዳር 17,1996","ሚያዝያ 12,2015",2026-05-22 00:13:20,amhara,Amhara Region,Zerbabit Health Post,Zerbabit Health Post,zerbabit health post,Z611,amhara,wolkait tegedi setiti humera,kafta humera
1081798,Kal Medium Dental Clinic ,Clinic,Medium Clinic,Private for profit,Urban,No,Approved,Operational,amhara,Dessie Town Administration,Dessie Town,DESSIE,AGERGZAT,11.1182954,39.6325295,2523.2998046875,,,,,,,2.0,,,,,,911231087,Luelseged Salvator Gebra,,Dessie Town Zone,"የካቲት 29,2004","ሚያዝያ 12,2015",2026-05-22 00:13:20,amhara,Amhara Region,Kal Medium Dental Clinic ,Kal Medium Dental Clinic ,kal medium dental clinic,K453,amhara,dessie town administration,dessie town
1081800,Feresmegria Basic Health Post,Health Post,Basic Health Post,Public/Government,Rural,No,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Kafta Humera,,,14.1593966,37.3457098,1134.0,,,,,2.0,2.0,,,,,1.0,,983528891,Feresmegria Health Post,,Embadrkutan Health Center,"ኅዳር 15,1996","ሚያዝያ 12,2015",2026-05-22 00:13:20,amhara,Amhara Region,Feresmegria Basic Health Post,Feresmegria Basic Health Post,feresmegria basic health post,F625,amhara,wolkait tegedi setiti humera,kafta humera
1081801,Mayqeyh Health Post,Health Post,Comprehensive Health Post,Public/Government,Rural,No,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Kafta Humera,,,14.0961079,37.4041849,1072.0,,,,,1.0,2.0,1.0,,,,1.0,,983528891,Mayqeyh Health Post,,Embadrkutan Health Center,"ግንቦት 12,2005","ሚያዝያ 12,2015",2026-05-22 00:13:20,amhara,Amhara Region,Mayqeyh Health Post,Mayqeyh Health Post,mayqeyh health post,M243,amhara,wolkait tegedi setiti humera,kafta humera
1081802,Central Health Post,Health Post,Basic Health Post,Public/Government,Rural,No,Approved,Currently Not Operational,amhara,Wolkait Tegedi Setiti Humera,Kafta Humera,,,14.1503686,36.5548231,602.0,,,,,,,,,,,,,983528891,Central Health Post,,Kafta Humera Woreda,,"ሚያዝያ 12,2015",2026-05-22 00:13:20,amhara,Amhara Region,Central Health Post,Central Health Post,central health post,C536,amhara,wolkait tegedi setiti humera,kafta humera
1081803,Maryamsagla Health Post,Health Post,Basic Health Post,Public/Government,Rural,No,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Kafta Humera,,,13.9133839,37.1022315,1607.19999999999,,,,,1.0,,,,,,2.0,,983528891,Maryamsagla Health Post,,Kabtya Health Center,"ኅዳር 17,1995","ሚያዝያ 12,2015",2026-05-22 00:13:20,amhara,Amhara Region,Maryamsagla Health Post,Maryamsagla Health Post,maryamsagla health post,M652,amhara,wolkait tegedi setiti humera,kafta humera
1081804,Atsmiharmaz Basic Health Post,Health Post,Basic Health Post,Public/Government,Rural,No,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Kafta Humera,,,13.9458908,37.1206424,1613.0,,,,,2.0,,,,,,1.0,,983528891,Atsmiharmaz Health Post,,Kabtya Health Center,"የካቲት 16,1995","ሚያዝያ 12,2015",2026-05-22 00:13:20,amhara,Amhara Region,Atsmiharmaz Basic Health Post,Atsmiharmaz Basic Health Post,atsmiharmaz basic health post,A325,amhara,wolkait tegedi setiti humera,kafta humera
1081805,Sibo Health Center Community Pharmacy ,Pharmacy,pharmacy,Public/Government,Urban,No,Approved,Operational,oromia,Ilu Aba Bora Zone,Bure,Sibo,Sibo,8.240603,35.2394239,1734.032,,,,,,,,,,,,,917341194,Government,,,"ሚያዝያ 12,2015","ሚያዝያ 12,2015",2026-05-22 00:13:20,oromia,Oromia Region,Sibo Health Center Community Pharmacy ,Sibo Health Center Community Pharmacy ,sibo health center community pharmacy,S143,oromia,ilu aba bora zone,bure
1081806,Aditeter Basic Health Post,Health Post,Basic Health Post,Public/Government,Rural,No,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Kafta Humera,,,13.8894348,37.1290827,1661.0,,,,,2.0,,1.0,,,,1.0,,983528891,Aditeter Health Post,,Kabtya Health Center,"ግንቦት 12,2005","ሚያዝያ 12,2015",2026-05-22 00:13:20,amhara,Amhara Region,Aditeter Basic Health Post,Aditeter Basic Health Post,aditeter basic health post,A333,amhara,wolkait tegedi setiti humera,kafta humera
1081807,Ayesa Basic Health Post,Health Post,Basic Health Post,Public/Government,Rural,No,Approved,Currently Not Operational,amhara,Wolkait Tegedi Setiti Humera,Kafta Humera,,,13.8826558,37.1106861,1561.0,,,,,,,,,,,,,983528891,Ayesa Health Post,,Kabtya Health Center,"ኅዳር 4,2000","ሚያዝያ 12,2015",2026-05-22 00:13:20,amhara,Amhara Region,Ayesa Basic Health Post,Ayesa Basic Health Post,ayesa basic health post,A212,amhara,wolkait tegedi setiti humera,kafta humera
1081808,Sola Health Post,Health Post,Comprehensive Health Post,Public/Government,Rural,No,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Kafta Humera,,,13.8606441,37.2239563,1817.0,,,,,1.0,1.0,2.0,,,,1.0,,983528891,Sola Health Post,,Kabtya Health Center,"ግንቦት 12,2005","ሚያዝያ 12,2015",2026-05-22 00:13:20,amhara,Amhara Region,Sola Health Post,Sola Health Post,sola health post,S443,amhara,wolkait tegedi setiti humera,kafta humera
1081809,Idolla Basic Health Post,Health Post,Basic Health Post,Public/Government,Rural,No,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Kafta Humera,Turkan,,,,,,,,,,,,,,,,,983528891,Idola Health Post,,Trkan Health Center,"ግንቦት 1,1997","ሚያዝያ 12,2015",2026-05-22 00:13:20,amhara,Amhara Region,Idolla Basic Health Post,Idolla Basic Health Post,idolla basic health post,I341,amhara,wolkait tegedi setiti humera,kafta humera
1081810,Sheglil Health Post,Health Post,Comprehensive Health Post,Public/Government,Rural,No,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Kafta Humera,,,13.7668538,36.7975051,744.9,,,,,,1.0,1.0,,,,,,983528891,Sheglil Health Post,,Trkan Health Center,"ግንቦት 12,2005","ሚያዝያ 12,2015",2026-05-22 00:13:20,amhara,Amhara Region,Sheglil Health Post,Sheglil Health Post,sheglil health post,S244,amhara,wolkait tegedi setiti humera,kafta humera
1081811,Erob Health Post,Health Post,Basic Health Post,Public/Government,Rural,No,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Kafta Humera,,,13.8009358,36.9250325,753.8,,,,,,,1.0,,,,,,983528891,Erob Health Post,,Trkan Health Center,"ጥር 23,2008","ሚያዝያ 12,2015",2026-05-22 00:13:20,amhara,Amhara Region,Erob Health Post,Erob Health Post,erob health post,E614,amhara,wolkait tegedi setiti humera,kafta humera
1081812,Ruwasa Health Post,Health Post,Basic Health Post,Public/Government,Rural,No,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Kafta Humera,,,13.7860179,36.9274463,750.0,,,,,1.0,,1.0,,,,1.0,,983528891,Ruwasa Health Post,,Trkan Health Center,"ኅዳር 21,1996","ሚያዝያ 12,2015",2026-05-22 00:13:20,amhara,Amhara Region,Ruwasa Health Post,Ruwasa Health Post,ruwasa health post,R243,amhara,wolkait tegedi setiti humera,kafta humera
1081813,Adiremet Health Post,Health Post,Basic Health Post,Public/Government,Rural,No,Approved,Closed,amhara,Wolkait Tegedi Setiti Humera,Wolkait,,,13.7523526,37.3194672,2021.89999999999,,,,,,,,,,,,,983528891,Adiremet Health Post,,Wolkayit Woreda,,"ሚያዝያ 12,2015",2026-05-22 00:13:20,amhara,Amhara Region,Adiremet Health Post,Adiremet Health Post,adiremet health post,A365,amhara,wolkait tegedi setiti humera,wolkait
1081814,Wefargif Health Post,Health Post,Basic Health Post,Public/Government,Rural,No,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Wolkait,Adiremete,,13.7523038,37.3194665,2022.7,,,,,,,,,,,,,983528891,Wofargif Health Post,,Dejena Health Center,"ጥቅምት 16,2008","ሚያዝያ 12,2015",2026-05-22 00:13:20,amhara,Amhara Region,Wefargif Health Post,Wefargif Health Post,wefargif health post,W162,amhara,wolkait tegedi setiti humera,wolkait
1081815,Adigaba Basic Health Post,Health Post,Basic Health Post,Public/Government,Rural,No,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Wolkait,,,13.7523993,37.3194738,2022.2,,,,,1.0,1.0,1.0,,,,1.0,,983528891,Adigeba Health Post,,Dejena Health Center,"መጋቢት 27,1996","ሚያዝያ 12,2015",2026-05-22 00:13:20,amhara,Amhara Region,Adigaba Basic Health Post,Adigaba Basic Health Post,adigaba basic health post,A321,amhara,wolkait tegedi setiti humera,wolkait
1081816,Dejena Health Post,Health Post,Basic Health Post,Public/Government,Rural,No,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Wolkait,,,13.7411156,37.3243616,2091.9,,,,,1.0,1.0,1.0,,,,1.0,,983528891,Dejena Health Post,,Dejena Health Center,"ሐምሌ 28,1996","ሚያዝያ 12,2015",2026-05-22 00:13:20,amhara,Amhara Region,Dejena Health Post,Dejena Health Post,dejena health post,D254,amhara,wolkait tegedi setiti humera,wolkait
1081817,Blambamichael Health Post,Health Post,Basic Health Post,Public/Government,Rural,No,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Wolkait,,,13.7411644,37.324414,2094.3,,,,,1.0,,1.0,,,,1.0,,983528891,Blambamichael Health Post,,Dejena Health Center,"መስከረም 17,1996","ሚያዝያ 12,2015",2026-05-22 00:13:20,amhara,Amhara Region,Blambamichael Health Post,Blambamichael Health Post,blambamichael health post,B451,amhara,wolkait tegedi setiti humera,wolkait
1081818,Blambaqrishi Health Post,Health Post,Basic Health Post,Public/Government,Rural,No,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Wolkait,,,13.74114,37.3244017,2094.5,,,,,1.0,1.0,1.0,,,,1.0,,983528891,Blambaqrishi Health Post,,Dejena Health Center,"ሰኔ 8,1996","ሚያዝያ 12,2015",2026-05-22 00:13:20,amhara,Amhara Region,Blambaqrishi Health Post,Blambaqrishi Health Post,blambaqrishi health post,B451,amhara,wolkait tegedi setiti humera,wolkait
1081819,Kulita Health Post,Health Post,Basic Health Post,Public/Government,Rural,No,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Wolkait,,,13.7411023,37.3243541,2098.6,,,,,1.0,1.0,1.0,,,,1.0,,983528891,Kulita Health Post,,Dejena Health Center,"ኅዳር 21,1996","ሚያዝያ 12,2015",2026-05-22 00:13:20,amhara,Amhara Region,Kulita Health Post,Kulita Health Post,kulita health post,K434,amhara,wolkait tegedi setiti humera,wolkait
1081820,Debremariam Health Post,Health Post,Basic Health Post,Public/Government,Rural,No,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Wolkait,,,13.5652867,36.9718967,765.599999999999,,,,,0.0,,,,,,,,983528891,Debremariam Health Post,,Telelo Health Center,"ኅዳር 28,1998","ሚያዝያ 12,2015",2026-05-22 00:13:20,amhara,Amhara Region,Debremariam Health Post,Debremariam Health Post,debremariam health post,D165,amhara,wolkait tegedi setiti humera,wolkait
1081821,Wolel Health Post,Health Post,Basic Health Post,Public/Government,Rural,No,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Wolkait,,,13.5652267,36.9719482,748.3,,,,,1.0,,,,,,1.0,,983528891,Wolel Health Post,,Telelo Health Center,"መስከረም 29,2013","ሚያዝያ 12,2015",2026-05-22 00:13:20,amhara,Amhara Region,Wolel Health Post,Wolel Health Post,wolel health post,W444,amhara,wolkait tegedi setiti humera,wolkait
1081822,Mdireweyzero Health Post,Health Post,Basic Health Post,Public/Government,Rural,No,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Wolkait,,,13.5651482,36.9714195,910.5,,,,,1.0,,,,,,1.0,,983528891,Mdireweyzero Health Post,,Telelo Health Center,"መስከረም 29,2013","ሚያዝያ 12,2015",2026-05-22 00:13:20,amhara,Amhara Region,Mdireweyzero Health Post,Mdireweyzero Health Post,mdireweyzero health post,M362,amhara,wolkait tegedi setiti humera,wolkait
1081823,Qorarit Health Post,Health Post,Basic Health Post,Public/Government,Rural,No,Approved,Closed,amhara,Wolkait Tegedi Setiti Humera,Wolkait,,,13.7519262,37.3216578,2002.7,,,,,,,,,,,,,983528891,Qorarit Health Post,,Wolkayit Woreda,"ኅዳር 1,1998","ሚያዝያ 12,2015",2026-05-22 00:13:20,amhara,Amhara Region,Qorarit Health Post,Qorarit Health Post,qorarit health post,Q663,amhara,wolkait tegedi setiti humera,wolkait
1081825,Dawulo Health Post,Health Post,Basic Health Post,Public/Government,Rural,No,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Wolkait,,,13.7519196,37.3215534,2015.1,,,,,,,1.0,,,,,,983528891,Dawulo Health Post,,Qorarit Health Center,"ኅዳር 21,1996","ሚያዝያ 12,2015",2026-05-22 00:13:20,amhara,Amhara Region,Dawulo Health Post,Dawulo Health Post,dawulo health post,D443,amhara,wolkait tegedi setiti humera,wolkait
1081826,Delesa Health Post,Health Post,Basic Health Post,Public/Government,Rural,No,Approved,Operational,amhara,Wolkait Tegedi Setiti Humera,Wolkait,,,13.7526797,37.3213103,2015.0,,,,,,,,,,,1.0,,983528891,Delesa Health Post,,Qorarit Health Center,"ጥቅምት 14,1999","ሚያዝያ 12,2015",2026-05-22 00:13:20,amhara,Amhara Region,Delesa Health Post,Delesa Health Post,delesa health post,D424,amhara,wolkait tegedi setiti humera,wolkait
